transaction_id,account_id,transaction_datetime,transaction_type,direction,amount_gbp,original_amount,original_currency,counterparty_name,counterparty_account_id,counterparty_bank_bic,counterparty_country,counterparty_is_high_risk_jurisdiction,payment_reference,channel,is_international,transaction_status
TXN-2024-0000018,ACC-UK-000001,2024-02-20 17:00:00,CARD_PAYMENT,DEBIT,98.2,0,GBP,Morrisons,ACC-RET-11504,BARCGB22,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000019,ACC-UK-000001,2024-03-27 09:00:00,BACS,CREDIT,1833.33,1833.33,GBP,Self-Employed,ACC-EMP-94012,LOYDGB2L,GB,False,SALARY,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000020,ACC-UK-000001,2024-03-01 08:00:00,BACS,DEBIT,1093.5,0,GBP,White Lettings Ltd,ACC-PROP-30730,NWBKGB2L,GB,False,RENT,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000021,ACC-UK-000001,2024-03-05 07:30:00,BACS,DEBIT,173.53,0,GBP,EDF Energy,ACC-UTIL-75612,HBUKGB4B,GB,False,WATER BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000022,ACC-UK-000001,2024-03-09 07:30:00,BACS,DEBIT,167.77,0,GBP,EDF Energy,ACC-UTIL-93748,HSBCGB2L,GB,False,ELECTRIC BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000023,ACC-UK-000001,2024-03-09 07:30:00,BACS,DEBIT,67.85,0,GBP,EDF Energy,ACC-UTIL-31174,HSBCGB2L,GB,False,GAS BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000024,ACC-UK-000001,2024-03-25 18:00:00,CARD_PAYMENT,DEBIT,141.03,0,GBP,Morrisons,ACC-RET-52487,NWBKGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000025,ACC-UK-000001,2024-03-01 11:00:00,CARD_PAYMENT,DEBIT,142.2,0,GBP,Aldi,ACC-RET-50306,HBUKGB4B,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000026,ACC-UK-000001,2024-03-02 13:00:00,CARD_PAYMENT,DEBIT,136.58,0,GBP,Tesco,ACC-RET-21226,NWBKGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000027,ACC-UK-000001,2024-03-27 11:00:00,CARD_PAYMENT,DEBIT,147.58,0,GBP,Morrisons,ACC-RET-26483,HBUKGB4B,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000028,ACC-UK-000001,2024-04-28 09:00:00,BACS,CREDIT,1833.33,1833.33,GBP,Self-Employed,ACC-EMP-82063,HBUKGB4B,GB,False,SALARY,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000029,ACC-UK-000001,2024-04-02 08:00:00,BACS,DEBIT,1327.67,0,GBP,Wilson Lettings Ltd,ACC-PROP-89507,NWBKGB2L,GB,False,RENT,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000030,ACC-UK-000001,2024-04-06 07:30:00,BACS,DEBIT,170.05,0,GBP,Thames Water,ACC-UTIL-50857,NWBKGB2L,GB,False,WATER BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000031,ACC-UK-000001,2024-04-10 07:30:00,BACS,DEBIT,130.98,0,GBP,Scottish Power,ACC-UTIL-77839,NWBKGB2L,GB,False,ELECTRIC BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000032,ACC-UK-000001,2024-04-05 07:30:00,BACS,DEBIT,74.71,0,GBP,British Gas,ACC-UTIL-54313,BARCGB22,GB,False,GAS BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000033,ACC-UK-000001,2024-04-19 18:00:00,CARD_PAYMENT,DEBIT,65.31,0,GBP,Sainsbury's,ACC-RET-10942,BARCGB22,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000034,ACC-UK-000001,2024-04-23 20:00:00,CARD_PAYMENT,DEBIT,46.48,0,GBP,Tesco,ACC-RET-14117,LOYDGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000035,ACC-UK-000001,2024-04-03 18:00:00,CARD_PAYMENT,DEBIT,66.18,0,GBP,Lidl,ACC-RET-73624,HBUKGB4B,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000036,ACC-UK-000001,2024-04-18 12:00:00,CARD_PAYMENT,DEBIT,119.57,0,GBP,Morrisons,ACC-RET-85525,NWBKGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000037,ACC-UK-000001,2024-05-26 09:00:00,BACS,CREDIT,1833.33,1833.33,GBP,Self-Employed,ACC-EMP-71993,NWBKGB2L,GB,False,SALARY,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000038,ACC-UK-000001,2024-05-01 08:00:00,BACS,DEBIT,894.33,0,GBP,Newman Lettings Ltd,ACC-PROP-96374,NWBKGB2L,GB,False,RENT,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000039,ACC-UK-000001,2024-05-07 07:30:00,BACS,DEBIT,99.3,0,GBP,Scottish Power,ACC-UTIL-17100,BARCGB22,GB,False,WATER BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000040,ACC-UK-000001,2024-05-05 07:30:00,BACS,DEBIT,96.37,0,GBP,EDF Energy,ACC-UTIL-24322,HBUKGB4B,GB,False,ELECTRIC BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000041,ACC-UK-000001,2024-05-06 07:30:00,BACS,DEBIT,66.63,0,GBP,Scottish Power,ACC-UTIL-28373,NWBKGB2L,GB,False,GAS BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000042,ACC-UK-000001,2024-05-06 14:00:00,CARD_PAYMENT,DEBIT,90.89,0,GBP,Aldi,ACC-RET-19880,NWBKGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000043,ACC-UK-000001,2024-05-26 18:00:00,CARD_PAYMENT,DEBIT,50.77,0,GBP,Lidl,ACC-RET-80855,BARCGB22,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000044,ACC-UK-000001,2024-05-03 13:00:00,CARD_PAYMENT,DEBIT,58.29,0,GBP,Waitrose,ACC-RET-73092,HBUKGB4B,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000045,ACC-UK-000001,2024-05-28 16:00:00,CARD_PAYMENT,DEBIT,139.27,0,GBP,Sainsbury's,ACC-RET-59672,BARCGB22,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000046,ACC-UK-000001,2024-06-28 09:00:00,BACS,CREDIT,1833.33,1833.33,GBP,Self-Employed,ACC-EMP-44760,NWBKGB2L,GB,False,SALARY,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000047,ACC-UK-000001,2024-06-02 08:00:00,BACS,DEBIT,1223.01,0,GBP,Davies Lettings Ltd,ACC-PROP-82845,NWBKGB2L,GB,False,RENT,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000048,ACC-UK-000001,2024-06-06 07:30:00,BACS,DEBIT,66.59,0,GBP,Thames Water,ACC-UTIL-17665,HSBCGB2L,GB,False,WATER BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000049,ACC-UK-000001,2024-06-10 07:30:00,BACS,DEBIT,115.91,0,GBP,EDF Energy,ACC-UTIL-17492,BARCGB22,GB,False,ELECTRIC BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000050,ACC-UK-000001,2024-06-09 07:30:00,BACS,DEBIT,106.75,0,GBP,Severn Trent,ACC-UTIL-30635,BARCGB22,GB,False,GAS BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000051,ACC-UK-000001,2024-06-17 11:00:00,CARD_PAYMENT,DEBIT,133.65,0,GBP,Tesco,ACC-RET-87992,BARCGB22,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000052,ACC-UK-000001,2024-06-22 13:00:00,CARD_PAYMENT,DEBIT,84.42,0,GBP,Morrisons,ACC-RET-42271,HSBCGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000053,ACC-UK-000001,2024-06-20 10:00:00,CARD_PAYMENT,DEBIT,108.13,0,GBP,Waitrose,ACC-RET-96163,HSBCGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000054,ACC-UK-000001,2024-06-19 18:00:00,CARD_PAYMENT,DEBIT,74.8,0,GBP,ASDA,ACC-RET-36772,LOYDGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000055,ACC-UK-000001,2024-07-26 09:00:00,BACS,CREDIT,1833.33,1833.33,GBP,Self-Employed,ACC-EMP-44814,NWBKGB2L,GB,False,SALARY,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000056,ACC-UK-000001,2024-07-01 08:00:00,BACS,DEBIT,1471.69,0,GBP,Norman Lettings Ltd,ACC-PROP-49321,NWBKGB2L,GB,False,RENT,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000057,ACC-UK-000001,2024-07-07 07:30:00,BACS,DEBIT,170.06,0,GBP,British Gas,ACC-UTIL-11220,NWBKGB2L,GB,False,WATER BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000058,ACC-UK-000001,2024-07-09 07:30:00,BACS,DEBIT,179.78,0,GBP,British Gas,ACC-UTIL-19602,HSBCGB2L,GB,False,ELECTRIC BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000059,ACC-UK-000001,2024-07-06 07:30:00,BACS,DEBIT,110.82,0,GBP,Thames Water,ACC-UTIL-55745,BARCGB22,GB,False,GAS BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000060,ACC-UK-000001,2024-07-08 15:00:00,CARD_PAYMENT,DEBIT,71.35,0,GBP,Waitrose,ACC-RET-81200,LOYDGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000061,ACC-UK-000001,2024-07-20 20:00:00,CARD_PAYMENT,DEBIT,98.18,0,GBP,Lidl,ACC-RET-82692,LOYDGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000062,ACC-UK-000001,2024-07-22 11:00:00,CARD_PAYMENT,DEBIT,143.28,0,GBP,Sainsbury's,ACC-RET-44664,BARCGB22,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000063,ACC-UK-000001,2024-07-04 18:00:00,CARD_PAYMENT,DEBIT,57.1,0,GBP,ASDA,ACC-RET-89276,HBUKGB4B,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000064,ACC-UK-000001,2024-08-27 09:00:00,BACS,CREDIT,1833.33,1833.33,GBP,Self-Employed,ACC-EMP-36685,LOYDGB2L,GB,False,SALARY,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000065,ACC-UK-000001,2024-08-03 08:00:00,BACS,DEBIT,1288.53,0,GBP,Hopkins Lettings Ltd,ACC-PROP-16658,BARCGB22,GB,False,RENT,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000066,ACC-UK-000001,2024-08-10 07:30:00,BACS,DEBIT,99.3,0,GBP,EDF Energy,ACC-UTIL-15778,BARCGB22,GB,False,WATER BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000067,ACC-UK-000001,2024-08-07 07:30:00,BACS,DEBIT,147.96,0,GBP,EDF Energy,ACC-UTIL-31178,NWBKGB2L,GB,False,ELECTRIC BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000068,ACC-UK-000001,2024-08-09 07:30:00,BACS,DEBIT,138.79,0,GBP,Severn Trent,ACC-UTIL-11267,BARCGB22,GB,False,GAS BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000069,ACC-UK-000001,2024-08-03 12:00:00,CARD_PAYMENT,DEBIT,100.01,0,GBP,Aldi,ACC-RET-58393,HSBCGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000070,ACC-UK-000001,2024-08-18 12:00:00,CARD_PAYMENT,DEBIT,87.28,0,GBP,Tesco,ACC-RET-50404,LOYDGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000071,ACC-UK-000001,2024-08-26 10:00:00,CARD_PAYMENT,DEBIT,138.88,0,GBP,Sainsbury's,ACC-RET-99399,HBUKGB4B,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000072,ACC-UK-000001,2024-08-22 11:00:00,CARD_PAYMENT,DEBIT,78.9,0,GBP,Morrisons,ACC-RET-63264,HSBCGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000073,ACC-UK-000001,2024-09-26 09:00:00,BACS,CREDIT,1833.33,1833.33,GBP,Self-Employed,ACC-EMP-41029,HBUKGB4B,GB,False,SALARY,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000074,ACC-UK-000001,2024-09-01 08:00:00,BACS,DEBIT,1681.42,0,GBP,Oliver Lettings Ltd,ACC-PROP-13248,HBUKGB4B,GB,False,RENT,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000075,ACC-UK-000001,2024-09-10 07:30:00,BACS,DEBIT,169.43,0,GBP,Scottish Power,ACC-UTIL-97806,HBUKGB4B,GB,False,WATER BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000076,ACC-UK-000001,2024-09-07 07:30:00,BACS,DEBIT,62.29,0,GBP,British Gas,ACC-UTIL-60140,BARCGB22,GB,False,ELECTRIC BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000077,ACC-UK-000001,2024-09-08 07:30:00,BACS,DEBIT,71.14,0,GBP,Scottish Power,ACC-UTIL-55830,LOYDGB2L,GB,False,GAS BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000078,ACC-UK-000001,2024-09-27 13:00:00,CARD_PAYMENT,DEBIT,64.52,0,GBP,Lidl,ACC-RET-35313,NWBKGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000079,ACC-UK-000001,2024-09-11 14:00:00,CARD_PAYMENT,DEBIT,135.08,0,GBP,Aldi,ACC-RET-46585,LOYDGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000080,ACC-UK-000001,2024-09-21 18:00:00,CARD_PAYMENT,DEBIT,83.96,0,GBP,Aldi,ACC-RET-80282,LOYDGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000081,ACC-UK-000001,2024-09-01 11:00:00,CARD_PAYMENT,DEBIT,136.47,0,GBP,ASDA,ACC-RET-33405,HSBCGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000082,ACC-UK-000001,2024-10-27 09:00:00,BACS,CREDIT,1833.33,1833.33,GBP,Self-Employed,ACC-EMP-15014,BARCGB22,GB,False,SALARY,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000083,ACC-UK-000001,2024-10-03 08:00:00,BACS,DEBIT,1234.56,0,GBP,Holland Lettings Ltd,ACC-PROP-51114,NWBKGB2L,GB,False,RENT,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000084,ACC-UK-000001,2024-10-09 07:30:00,BACS,DEBIT,177.79,0,GBP,British Gas,ACC-UTIL-60488,HSBCGB2L,GB,False,WATER BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000085,ACC-UK-000001,2024-10-06 07:30:00,BACS,DEBIT,75.66,0,GBP,Scottish Power,ACC-UTIL-10221,HSBCGB2L,GB,False,ELECTRIC BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000086,ACC-UK-000001,2024-10-09 07:30:00,BACS,DEBIT,136.16,0,GBP,Thames Water,ACC-UTIL-57739,NWBKGB2L,GB,False,GAS BILL,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000087,ACC-UK-000001,2024-10-03 20:00:00,CARD_PAYMENT,DEBIT,141.28,0,GBP,Morrisons,ACC-RET-51145,BARCGB22,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000088,ACC-UK-000001,2024-10-24 14:00:00,CARD_PAYMENT,DEBIT,95.78,0,GBP,Lidl,ACC-RET-63528,LOYDGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000089,ACC-UK-000001,2024-10-13 14:00:00,CARD_PAYMENT,DEBIT,100.99,0,GBP,Sainsbury's,ACC-RET-65108,NWBKGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000090,ACC-UK-000001,2024-10-22 12:00:00,CARD_PAYMENT,DEBIT,107.71,0,GBP,ASDA,ACC-RET-63225,HSBCGB2L,GB,False,CARD PAYMENT,MOBILE_APP,False,COMPLETED
TXN-2024-0000091,ACC-UK-000001,2024-11-07 15:00:00,FASTER_PAYMENT,CREDIT,9747.64,9747.64,GBP,Yusuf Kariuki,ACC-UK-276019,BARCGB22,GB,False,Invoice,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000092,ACC-UK-000001,2024-11-07 17:00:00,FASTER_PAYMENT,CREDIT,8755.04,8755.04,GBP,Sofia Reinholt,ACC-UK-296463,HSBCGB2L,GB,False,Invoice,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000093,ACC-UK-000001,2024-11-07 23:00:00,FASTER_PAYMENT,CREDIT,9308.24,9308.24,GBP,George Papadopoulos,ACC-UK-257905,BARCGB22,GB,False,Invoice,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000094,ACC-UK-000001,2024-11-08 07:00:00,FASTER_PAYMENT,CREDIT,9662.05,9662.05,GBP,Kwame Asante,ACC-UK-222241,HSBCGB2L,GB,False,,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000095,ACC-UK-000001,2024-11-08 17:00:00,FASTER_PAYMENT,CREDIT,8960.08,8960.08,GBP,Ivan Kowalski,ACC-UK-257954,NWBKGB2L,GB,False,,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000096,ACC-UK-000001,2024-11-09 02:00:00,FASTER_PAYMENT,CREDIT,9542.95,9542.95,GBP,George Papadopoulos,ACC-UK-257905,HSBCGB2L,GB,False,Invoice,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000097,ACC-UK-000001,2024-11-09 09:00:00,FASTER_PAYMENT,CREDIT,9814.94,9814.94,GBP,Chen Wei,ACC-UK-242237,NWBKGB2L,GB,False,Transfer,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000098,ACC-UK-000001,2024-11-09 15:00:00,FASTER_PAYMENT,CREDIT,9749.17,9749.17,GBP,Nadine El-Amin,ACC-UK-288555,NWBKGB2L,GB,False,Funds,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000099,ACC-UK-000001,2024-11-09 23:00:00,FASTER_PAYMENT,CREDIT,8858.5,8858.5,GBP,Sunita Patel,ACC-UK-267000,LOYDGB2L,GB,False,,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000100,ACC-UK-000001,2024-11-10 03:00:00,FASTER_PAYMENT,CREDIT,9408.79,9408.79,GBP,Olga Petersen,ACC-UK-286356,LOYDGB2L,GB,False,Invoice,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000101,ACC-UK-000001,2024-11-10 07:00:00,FASTER_PAYMENT,CREDIT,9534.64,9534.64,GBP,Tom Whitaker,ACC-UK-228010,HBUKGB4B,GB,False,Funds,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000102,ACC-UK-000001,2024-11-10 16:00:00,FASTER_PAYMENT,CREDIT,8963.58,8963.58,GBP,Marcus Adeyemi,ACC-UK-262021,HSBCGB2L,GB,False,Payment,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000103,ACC-UK-000001,2024-11-10 22:00:00,FASTER_PAYMENT,CREDIT,8718.7,8718.7,GBP,Fatou Diallo,ACC-UK-260946,NWBKGB2L,GB,False,Transfer,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000104,ACC-UK-000001,2024-11-11 09:00:00,FASTER_PAYMENT,CREDIT,8810.23,8810.23,GBP,Daniel Obi,ACC-UK-237606,NWBKGB2L,GB,False,Invoice,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000105,ACC-UK-000001,2024-11-11 13:00:00,FASTER_PAYMENT,CREDIT,9286.79,9286.79,GBP,Aleksander Nowak,ACC-UK-227549,NWBKGB2L,GB,False,Payment,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000106,ACC-UK-000001,2024-11-11 19:00:00,FASTER_PAYMENT,CREDIT,9707.69,9707.69,GBP,Priya Mehta,ACC-UK-239829,NWBKGB2L,GB,False,,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000107,ACC-UK-000001,2024-11-12 06:00:00,FASTER_PAYMENT,CREDIT,8528.32,8528.32,GBP,Ryan O'Sullivan,ACC-UK-200053,HSBCGB2L,GB,False,Invoice,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000108,ACC-UK-000001,2024-11-12 11:00:00,FASTER_PAYMENT,CREDIT,8508.55,8508.55,GBP,Liam Fitzgerald,ACC-UK-256346,LOYDGB2L,GB,False,Funds,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000109,ACC-UK-000001,2024-11-12 21:00:00,FASTER_PAYMENT,CREDIT,9065.48,9065.48,GBP,Amelia Bergstrom,ACC-UK-279516,NWBKGB2L,GB,False,,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000110,ACC-UK-000001,2024-11-13 03:00:00,FASTER_PAYMENT,CREDIT,9565.22,9565.22,GBP,Sofia Reinholt,ACC-UK-296463,HSBCGB2L,GB,False,Transfer,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000111,ACC-UK-000001,2024-11-13 08:00:00,FASTER_PAYMENT,CREDIT,8818.16,8818.16,GBP,Fatou Diallo,ACC-UK-260946,NWBKGB2L,GB,False,Invoice,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000112,ACC-UK-000001,2024-11-13 12:00:00,FASTER_PAYMENT,CREDIT,9063.84,9063.84,GBP,Hassan Mubarak,ACC-UK-285813,NWBKGB2L,GB,False,Transfer,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000113,ACC-UK-000001,2024-11-14 01:00:00,FASTER_PAYMENT,CREDIT,9177.72,9177.72,GBP,Daniel Obi,ACC-UK-237606,HBUKGB4B,GB,False,,ONLINE_BANKING,False,COMPLETED
TXN-2024-0000114,ACC-UK-000001,2024-11-13 14:00:00,SWIFT,DEBIT,38000.0,38000.0,GBP,Gulf Trade Partners LLC,ACC-AE-771820,EBILAEAD,AE,True,Consultancy Fees,ONLINE_BANKING,True,COMPLETED
TXN-2024-0000115,ACC-UK-000001,2024-11-13 20:00:00,SWIFT,DEBIT,42500.0,42500.0,GBP,Gulf Trade Partners LLC,ACC-AE-771820,EBILAEAD,AE,True,Consultancy Fees,ONLINE_BANKING,True,COMPLETED
TXN-2024-0000116,ACC-UK-000001,2024-11-14 02:00:00,SWIFT,DEBIT,31000.0,31000.0,GBP,Gulf Trade Partners LLC,ACC-AE-771820,EBILAEAD,AE,True,Consultancy Fees,ONLINE_BANKING,True,COMPLETED
